glycan,concentration,unit,ID,species,day,ref,genetic,aggregator
3SL,168,mg/l,human30_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,231,mg/l,human30_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,226,mg/l,human30_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,175,mg/l,human31_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,170,mg/l,human31_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,189,mg/l,human31_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,173,mg/l,human32_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,161,mg/l,human32_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,194,mg/l,human32_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,141,mg/l,human33_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,205,mg/l,human33_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,219,mg/l,human33_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,226,mg/l,human34_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,186,mg/l,human34_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,220,mg/l,human34_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,243,mg/l,human35_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,175,mg/l,human35_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,130,mg/l,human35_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,276,mg/l,human36_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,188,mg/l,human36_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,157,mg/l,human36_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,155,mg/l,human37_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,104,mg/l,human37_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,98,mg/l,human37_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,153,mg/l,human38_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,130,mg/l,human38_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,110,mg/l,human38_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,250,mg/l,human39_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,170,mg/l,human39_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,175,mg/l,human39_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,268,mg/l,human40_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,215,mg/l,human40_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,180,mg/l,human40_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,116,mg/l,human41_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,104,mg/l,human41_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,149,mg/l,human41_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,170,mg/l,human42_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,214,mg/l,human42_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,220,mg/l,human42_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,241,mg/l,human43_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,211,mg/l,human43_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,224,mg/l,human43_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,236,mg/l,human44_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,168,mg/l,human44_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,183,mg/l,human44_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,290,mg/l,human45_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,170,mg/l,human45_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,207,mg/l,human45_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,117,mg/l,human46_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,148,mg/l,human46_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,177,mg/l,human46_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,178,mg/l,human47_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,148,mg/l,human47_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,182,mg/l,human47_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,247,mg/l,human48_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,242,mg/l,human48_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,246,mg/l,human48_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,272,mg/l,human49_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,228,mg/l,human49_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,229,mg/l,human49_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,388,mg/l,human50_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,321,mg/l,human50_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3SL,287,mg/l,human50_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,542,mg/l,human1_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,212,mg/l,human1_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,0,mg/l,human1_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,742,mg/l,human2_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,392,mg/l,human2_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,148,mg/l,human2_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,308,mg/l,human3_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,184,mg/l,human3_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,90,mg/l,human3_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,432,mg/l,human4_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,266,mg/l,human4_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,172,mg/l,human4_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,590,mg/l,human5_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,310,mg/l,human5_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,142,mg/l,human5_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,337,mg/l,human6_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,103,mg/l,human6_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,59,mg/l,human6_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,613,mg/l,human7_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,246,mg/l,human7_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,112,mg/l,human7_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,611,mg/l,human8_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,319,mg/l,human8_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,139,mg/l,human8_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,425,mg/l,human9_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,259,mg/l,human9_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,150,mg/l,human9_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,889,mg/l,human10_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,348,mg/l,human10_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,132,mg/l,human10_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,799,mg/l,human11_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,352,mg/l,human11_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,381,mg/l,human12_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,180,mg/l,human12_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,71,mg/l,human12_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,491,mg/l,human13_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,170,mg/l,human13_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,116,mg/l,human13_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,470,mg/l,human14_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,273,mg/l,human14_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,158,mg/l,human14_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,505,mg/l,human15_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,357,mg/l,human15_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,340,mg/l,human15_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,347,mg/l,human16_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,152,mg/l,human16_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,96,mg/l,human16_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,325,mg/l,human17_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,283,mg/l,human17_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,97,mg/l,human17_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,240,mg/l,human18_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,137,mg/l,human18_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,46,mg/l,human18_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,653,mg/l,human19_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,341,mg/l,human19_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,123,mg/l,human19_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,826,mg/l,human20_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,500,mg/l,human20_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,181,mg/l,human20_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,464,mg/l,human21_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,223,mg/l,human21_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,92,mg/l,human21_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,685,mg/l,human22_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,579,mg/l,human22_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,184,mg/l,human22_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,581,mg/l,human23_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,376,mg/l,human23_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,189,mg/l,human23_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,1000,mg/l,human24_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,386,mg/l,human24_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,96,mg/l,human24_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,507,mg/l,human25_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,333,mg/l,human25_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,111,mg/l,human25_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,328,mg/l,human26_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,125,mg/l,human26_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,56,mg/l,human26_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,391,mg/l,human27_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,174,mg/l,human27_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,87,mg/l,human27_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,516,mg/l,human28_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,228,mg/l,human28_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,72,mg/l,human28_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,575,mg/l,human29_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,299,mg/l,human29_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,142,mg/l,human29_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,596,mg/l,human30_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,355,mg/l,human30_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,198,mg/l,human30_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,881,mg/l,human31_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,483,mg/l,human31_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,172,mg/l,human31_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,208,mg/l,human32_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,68,mg/l,human32_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,69,mg/l,human32_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,646,mg/l,human33_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,284,mg/l,human33_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,109,mg/l,human33_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,417,mg/l,human34_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,181,mg/l,human34_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,58,mg/l,human34_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,474,mg/l,human35_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,212,mg/l,human35_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,82,mg/l,human35_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,632,mg/l,human36_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,387,mg/l,human36_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,137,mg/l,human36_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,500,mg/l,human37_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,166,mg/l,human37_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,91,mg/l,human37_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,384,mg/l,human38_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,178,mg/l,human38_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,88,mg/l,human38_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,807,mg/l,human39_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,395,mg/l,human39_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,160,mg/l,human39_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,599,mg/l,human40_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,341,mg/l,human40_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,217,mg/l,human40_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,243,mg/l,human41_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,175,mg/l,human41_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,70,mg/l,human41_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,421,mg/l,human42_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,270,mg/l,human42_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,100,mg/l,human42_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,389,mg/l,human43_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,195,mg/l,human43_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,79,mg/l,human43_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,572,mg/l,human44_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,223,mg/l,human44_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,123,mg/l,human44_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,658,mg/l,human45_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,217,mg/l,human45_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,154,mg/l,human45_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,493,mg/l,human46_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,249,mg/l,human46_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,160,mg/l,human46_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,589,mg/l,human47_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,356,mg/l,human47_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,197,mg/l,human47_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,681,mg/l,human48_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,268,mg/l,human48_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,190,mg/l,human48_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,440,mg/l,human49_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,170,mg/l,human49_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,162,mg/l,human49_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,714,mg/l,human50_d30_sprenger2017,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,478,mg/l,human50_d60_sprenger2017,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
6SL,211,mg/l,human50_d120_sprenger2017,Homo_sapiens,120,https://pubmed.ncbi.nlm.nih.gov/28182762/,,
3FL,232.5,mg/l,human_d4_sumiyoshi2003,Homo_sapiens,4,https://pubmed.ncbi.nlm.nih.gov/12568665/,,
LNT,347.2,mg/l,human_d4_sumiyoshi2003,Homo_sapiens,4,https://pubmed.ncbi.nlm.nih.gov/12568665/,,
LNnT,211.4,mg/l,human_d4_sumiyoshi2003,Homo_sapiens,4,https://pubmed.ncbi.nlm.nih.gov/12568665/,,
LNFP-I,968.7,mg/l,human_d4_sumiyoshi2003,Homo_sapiens,4,https://pubmed.ncbi.nlm.nih.gov/12568665/,,
LNFP-III,52.3,mg/l,human_d4_sumiyoshi2003,Homo_sapiens,4,https://pubmed.ncbi.nlm.nih.gov/12568665/,,
