glycan,concentration,unit,ID,species,day,ref,genetic,aggregator
DSLNT,93,umol/l,human1_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,221,umol/l,human1_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,270,umol/l,human1_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,56,umol/l,human1_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,80,umol/l,human1_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,13347,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,7,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,843,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,922,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,4587,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,7479,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,565,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,226,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,138,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,1496,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,1820,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,178,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,216,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,347,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,102,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,62,umol/l,human1_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,9498,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,59,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,382,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,636,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,2715,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,3278,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,465,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,46,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,50,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,333,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,1258,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,82,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,188,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,206,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,49,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,90,umol/l,human1_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,9506,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,46,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,551,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,713,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,2741,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,3592,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,616,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,37,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,60,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,410,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,1410,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,121,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,159,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,188,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,57,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,91,umol/l,human1_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,2,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,597,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,416,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,1285,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,2495,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,170,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,3609,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,1,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,340,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,737,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,1449,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,189,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,92,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,477,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,156,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,21,umol/l,human2_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,8,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,195,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,693,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,821,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,4202,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,190,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,3040,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,27,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,270,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,791,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,611,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,61,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,165,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,238,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,53,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,28,umol/l,human2_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,2,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,98,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,654,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,533,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,4482,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,189,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,2529,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,56,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,186,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,793,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,384,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,67,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,266,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,192,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,32,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,79,umol/l,human2_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,0,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,42,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,388,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,222,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,2865,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,111,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,1401,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,86,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,130,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,453,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,188,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,20,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,166,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,116,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,16,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,83,umol/l,human2_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,8,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,143,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,598,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,489,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,6171,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,311,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,3492,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,46,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,226,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,995,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,815,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,99,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,377,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,568,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,102,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,174,umol/l,human2_d7_kellman2022,Homo_sapiens,7,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,114,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,91,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,260,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,399,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,3827,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,196,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,1668,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,20,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,109,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,183,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,268,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,24,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,261,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,160,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,26,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,94,umol/l,human2_d14_kellman2022,Homo_sapiens,14,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,6,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,40,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,91,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,95,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,2521,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,139,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,888,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,7,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,39,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,31,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,112,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,9,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,75,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,57,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,8,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,29,umol/l,human2_d28_kellman2022,Homo_sapiens,28,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,0,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,68,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,104,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,137,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,1132,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,66,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,808,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,8,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,43,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,37,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,103,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,4,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,81,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,54,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,6,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,14,umol/l,human2_d42_kellman2022,Homo_sapiens,42,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,16,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,958,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,391,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,1427,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,2623,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,266,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,4913,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,1,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,265,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,792,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,2651,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,567,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,256,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,561,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,340,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,45,umol/l,human3_d1_kellman2022,Homo_sapiens,1,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,25,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,535,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,3632,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,2218,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,8010,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,457,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,11595,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,49,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,537,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,1380,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,759,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,522,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,96,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,307,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,115,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,9,umol/l,human3_d2_kellman2022,Homo_sapiens,2,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,2,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
3FL,113,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LNnT,758,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
3SL,514,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LNT,5543,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-I,281,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-II,3755,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LNFP-III,28,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LSTb,141,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
LSTc,615,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNT,574,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNT,57,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
FLNH,122,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
DFLNH,202,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
FDSLNH,56,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
DSLNH,148,umol/l,human3_d3_kellman2022,Homo_sapiens,3,https://www.nature.com/articles/s41467-022-29867-4,,
2FL,2,umol/l,human3_d4_kellman2022,Homo_sapiens,4,https://www.nature.com/articles/s41467-022-29867-4,,
